age,agbd,system:index
18,98.0,9769
1,138.0,9785
17,106.0,9790
9,39.11111068725586,9791
1,121.0,9793
26,64.0,9794
15,126.0,9795
34,147.0,9796
18,112.0,9801
18,126.33333587646484,9807
33,136.0,9809
16,84.22222137451172,9813
1,135.0,9820
18,122.22222137451172,9828
17,128.0,9831
23,114.33333587646484,9833
15,102.0,9836
7,84.0,9839
11,86.0,9843
1,53.0,9844
26,78.0,9847
23,103.0,9848
6,115.0,9849
31,99.33333587646484,9850
27,126.66666412353516,9851
1,85.33333587646484,9853
33,128.0,9855
6,130.3333282470703,9856
1,152.0,9861
27,72.0,9864
17,130.0,9866
34,146.6666717529297,9869
4,108.0,9873
17,94.0,9888
1,105.33333587646484,9891
1,95.0,9892
1,102.0,9893
1,47.66666793823242,9900
34,101.66666412353516,9904
17,120.66666412353516,9906
6,85.33333587646484,9908
17,116.0,9910
17,130.0,9911
27,110.0,9913
1,111.0,9915
18,79.33333587646484,9923
4,76.0,9929
16,81.66666412353516,9931
11,58.66666793823242,9932
15,99.0,9933
1,92.22222137451172,9937
1,142.0,9938
1,103.0,9939
30,126.0,9940
21,80.0,9942
1,84.0,9946
18,88.0,9948
26,118.0,9955
26,118.0,9957
28,132.0,9959
18,140.0,9963
4,62.0,9971
16,93.33333587646484,9972
1,138.0,9974
34,106.0,9976
16,88.33333587646484,9980
1,110.33333587646484,9981
7,119.0,9982
30,118.0,9987
