"","biome","data_name","data_pars","basic_pars","model_type","rsq","rsq_sd","nearest_mature","age","k0","B0_exp","B0","theta","cwd","mean_prec","mean_si","fallow","indig","lulc_sum_15","lulc_sum_20","lulc_sum_21","lulc_sum_35","lulc_sum_39","lulc_sum_40","lulc_sum_41","lulc_sum_46","lulc_sum_48","lulc_sum_9","mature_forest_years","num_fires_after_regrowth","num_fires_before_regrowth","protec","sur_cover","ts_fire_after_regrowth","ts_fire_before_regrowth","last_LU_9","last_LU_15","last_LU_20","last_LU_21","last_LU_35","last_LU_39","last_LU_41","last_LU_46","last_LU_48","ecoreg_439","ecoreg_440","ecoreg_441","ecoreg_442","ecoreg_443","ecoreg_464","ecoreg_465","ecoreg_466","ecoreg_467","ecoreg_469","ecoreg_473","ecoreg_474","ecoreg_476","ecoreg_480","ecoreg_481","ecoreg_482","ecoreg_484","ecoreg_485","ecoreg_491","ecoreg_492","ecoreg_496","ecoreg_497","ecoreg_500","ecoreg_505","ecoreg_507","ecoreg_508","ecoreg_511","ecoreg_518","ecoreg_525","ecoreg_529","ecoreg_540","ecoreg_566","ecoreg_567","ecoreg_570","ecoreg_574","ecoreg_584","ecoreg_611","ecoreg_616","soil_2","soil_3","soil_5","soil_7","soil_8","soil_9","soil_10","soil_11","soil_12","soil_13","soil_14","soil_15","soil_16","soil_17","soil_18","soil_19","soil_22","soil_23","soil_24","soil_25","soil_26","soil_28","soil_29","soil_31","soil_32","soil_33","prec","si"
"Estimate...50","atla","10yr","LU_soil_ecor_meanclim",NA,"lm",0.290441799092433,0.00953209980208505,0.0865170626783031,NA,NA,NA,NA,NA,142.172008933836,7.45821569361051,43.5947574941985,-12.1653741515104,5.83521812779833,-24.6966672521159,51.0895566710292,-18.4538144669202,NA,-88.5557062409369,88.9414870840944,-33.5421191578658,25.6623496100026,26.7971967352209,-12.8467747595316,-47.9958539696445,-135.683369105435,-46.9860576053496,3.74984927215583,50.1165900902188,9.39215499460927,-17.1326189161816,22.6603165888664,0.448230435975536,-168.626561923888,7.02160061307123,NA,94.8007188777464,2.22980307800412,-21.0857026694766,NA,4.09336527604582,7.66594758622755,-17.0108573253086,18.9341631888921,9.74981187995568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1983356079956,25.6407619092134,NA,NA,-10.5698109819645,NA,NA,NA,NA,NA,23.6915052029744,NA,NA,0.211914410397556,42.9629718539913,NA,-12.7878383992442,NA,NA,NA,-29.8580567971036,-19.7338605683939,-78.6406452547418,NA,-73.3394257673774,-24.1670558884512,-39.673396709878,-87.779446480848,-60.1911404964909,-6.76778115678231,-23.3536094100326,-67.7068692754864,-47.4916961596641,-4.58562701169761,-44.9659838104005,45.6236100287391,NA,NA,-49.6572960884206,-26.3375784075866,-33.3287146175813,-39.1673072434267,-1.02979210974632,-17.1011157160322,-44.1128084977947,-94.9139805731994,NA,NA
"Estimate...51","atla","15yr","LU_soil_ecor_meanclim",NA,"lm",0.281485976224922,0.014699721726182,0.0922439243285124,NA,NA,NA,NA,NA,133.190935635698,3.15956226931843,36.9093182415541,-0.990649924665971,-0.507383363427217,-46.7396329986807,52.2828511444852,-34.9780590935709,NA,-69.5536544529927,44.4095354695985,-96.6469277626743,-71.181837200208,26.5090311654339,-14.9422277396262,-65.5831218380217,-250.678248993622,-60.7671679988287,5.11493768940805,61.3224620911678,51.075565062479,-7.82698901269022,16.0404041509065,1.88532946758547,-106.05574614051,10.8375610343237,NA,62.286776006546,22.4125674153586,10.6003808144663,NA,5.92686177909498,8.86795437943763,-15.9558486922717,13.1105856014831,6.83145312257686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6172175389552,16.7833419249655,NA,NA,-13.3906096556881,NA,NA,NA,NA,NA,16.6268913864095,NA,NA,-6.24292413020966,34.5921735304876,NA,-33.7546410308184,NA,NA,NA,-41.3589862888487,-26.4122570707449,-74.9658159879016,NA,-84.6762655405187,-34.9855284675899,-55.636792381496,-105.91881115703,-55.6400483499879,-9.98355134619331,-28.7476109647916,-108.191397323269,NA,2.69073632317709,-54.2691323176461,24.9004495339724,NA,NA,-50.8123061900464,-31.3263046886755,-41.9292843735927,-19.7591037318166,-4.4017304693141,-23.3948777813749,-58.1005635410776,-65.000812413695,NA,NA
"Estimate...52","atla","all","LU_soil_ecor_meanclim",NA,"lm",0.23081955040779,0.0203806924759695,0.117327268023578,NA,NA,NA,NA,NA,117.22956067897,39.9534499558091,48.9046665596386,-1.55948807632215,-4.97496484970419,-42.0856972441705,-86.3987911527808,-38.0005197863537,NA,-68.8057573432124,860.88951615948,-64.8906692609326,-51.6236537869877,127.55641115447,-24.9111088892297,-58.7662994153567,-236.48158037684,-52.3420101304468,-1.60459929387444,44.5215794467385,49.5427284490433,7.46655096023614,87.5076115976715,63.7104906497072,50.3632031528078,70.7774967266146,NA,119.595621744038,78.7756055262125,63.743649075769,NA,5.14444085796887,8.48080926851473,-1.08282510125733,18.4494565428337,17.5613736257904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2631991659224,18.2359467660108,NA,NA,-0.215722400733385,NA,NA,NA,NA,NA,26.8668144740459,NA,NA,2.24368591870274,12.3868650174542,NA,-25.616237375107,NA,NA,NA,-5.73230713634902,-9.25009594087385,-48.1382304068649,NA,-37.237162161622,-6.32347052666315,-14.9199718518138,-98.4438382811903,-37.1436843657576,-0.497390166977911,-15.271061568786,-23.8177949395855,-10.6104559765406,-45.5275149725756,-18.388293634733,35.169379545577,NA,NA,-11.1392460171497,-13.3207009014947,-21.8435125239153,-27.7542730019454,7.11459444833663,-1.76008809446385,-21.7975167356743,NA,NA,NA
"Estimate...53","atla","5yr","age",NA,"lm",0.0205378986083122,0.00581956160753305,NA,34.2675424850291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...54","atla","10yr","age",NA,"lm",0.0200710755571303,0.0100519864436499,NA,32.1546615546168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...55","atla","15yr","age",NA,"lm",0.0322091006736278,0.00887928104223909,NA,42.4310305104396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...56","atla","all","age",NA,"lm",0.0353985226302331,0.00713449049241442,NA,42.0227860136973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...57","atla","5yr","mat_biomass",NA,"lm",0.0892683459382398,0.00898625059383437,0.35595084735742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...58","atla","10yr","mat_biomass",NA,"lm",0.0744318127219625,0.0237599975864218,0.31872951216618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...59","atla","15yr","mat_biomass",NA,"lm",0.080969347058329,0.00483620425323048,0.352120662629642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...60","atla","all","mat_biomass",NA,"lm",0.0829716752609832,0.0183310716317184,0.324394232506369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...61","atla","5yr","age_mat_biomass",NA,"lm",0.106613178861512,0.00857979894662654,0.353528355092326,34.1141791230952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...62","atla","10yr","age_mat_biomass",NA,"lm",0.093667331104688,0.00723992834646391,0.337310284654236,34.9857037646106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...63","atla","15yr","age_mat_biomass",NA,"lm",0.111252466113568,0.022410137469634,0.340456989647974,43.1285856961539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...64","atla","all","age_mat_biomass",NA,"lm",0.119178520394958,0.0225434525587952,0.332687943816857,42.6045798121943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...65","both","5yr","cwd",NA,"lm",0.138761063237198,0.0171232512142261,0.325761951898918,NA,NA,NA,NA,NA,48.9337977166582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...66","both","10yr","cwd",NA,"lm",0.130702479443458,0.00728691800847182,0.338133487462333,NA,NA,NA,NA,NA,49.2789690706719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...67","both","15yr","cwd",NA,"lm",0.126066465773787,0.0154914329908625,0.334453988976275,NA,NA,NA,NA,NA,47.2621121280108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...68","both","all","cwd",NA,"lm",0.128943319873903,0.0151578096888845,0.364289456339224,NA,NA,NA,NA,NA,36.7200409198373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...69","both","5yr","meanclim",NA,"lm",0.140402250620988,0.0241150476090365,0.325437310283843,NA,NA,NA,NA,NA,56.833056040118,14.4792008713186,13.5112154334521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...70","both","10yr","meanclim",NA,"lm",0.139148657221722,0.0189525409773878,0.309868735754946,NA,NA,NA,NA,NA,63.5889516948156,27.5474940324316,18.798740464959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...71","both","15yr","meanclim",NA,"lm",0.130526076275268,0.0154780542421969,0.317952282914894,NA,NA,NA,NA,NA,59.7246257630658,23.4905879002517,13.852287624191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...72","both","all","meanclim",NA,"lm",0.131075607637048,0.0144865526749625,0.352999741468503,NA,NA,NA,NA,NA,55.4437821280296,8.96852506810503,22.2155716736548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...73","both","5yr","LU",NA,"lm",0.207996328831238,0.0103690896176755,0.339416991361724,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61743712739075,-23.7558329268527,-38.0033610941117,-9.58728739384038,109.386067689842,-141.032612687519,NA,-45.6793508826463,-110.929375999542,58.2140040252632,16.2327778941087,-42.8201846379687,-127.742758631865,-41.3753873064521,5.00765825804692,49.7905724494883,8.45232285045238,10.2257575472799,64.9041752293386,67.9420196439723,NA,45.5020821179992,NA,141.108053805346,81.7651758930516,109.619912850605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...74","both","10yr","LU",NA,"lm",0.19306094751391,0.0103508956875929,0.337520280934552,NA,NA,NA,NA,NA,NA,NA,NA,-2.07856545807597,4.82814605448345,-11.6471525517837,NA,-16.1256101153555,27.533811310792,-82.4422007265546,134.606604739814,-41.7183609646716,232.100245123231,23.9909241203797,3.34412531388296,-49.4182920116489,-110.165568249558,-39.5395031372396,5.77710477141303,55.6029631384393,4.66761245612968,6.68307461527056,29.8827068660932,21.7595839128122,NA,7.15987515499905,5.20197198628621,116.491161937161,28.1522821598998,-120.898747502927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...75","both","15yr","LU",NA,"lm",0.194982443607304,0.0219951782905654,0.340408619519929,NA,NA,NA,NA,NA,NA,NA,NA,-4.22286545842373,0.0193516441822723,-33.907925972665,146.085956919342,-33.9264881167364,-99.7559027062326,-66.5013329701962,-44.395930610867,-114.006986302701,-49.548972026118,55.1338558194425,-26.2411464929669,-71.9673959492794,-120.044761088687,-34.3129292929473,2.4641432518824,57.4815824386226,-1.49195117628001,5.97630334497186,42.4278347255863,29.5829207514965,NA,16.6248723969427,101.188313933663,100.897195341879,47.2616615222314,27.4155666036713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...76","both","all","LU",NA,"lm",0.190882779242155,0.0162092789451118,0.365965100917322,NA,NA,NA,NA,NA,NA,NA,NA,-2.17852675043659,5.41203868171492,-35.8825660950851,-119.273381523819,-31.3802737275218,37.6655447413128,-14.3599415179389,-97.3926807586494,-59.6690383871804,-8.72576545460544,73.1376851655093,-5.07068952270658,-47.371184412672,-123.387333193439,-28.4466744830838,2.37185764660056,48.1288959075899,24.1636132476136,12.7816889473677,70.9807970358965,54.9681088732568,52.1695055765393,48.5334473898783,18.1576459446669,46.5863754317554,66.1048627379357,7.07199000480787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estimate...77","both","5yr","LU_soil_ecor",NA,"lm",0.261399105768394,0.0105843538870531,0.266382173388141,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53947500796671,-17.6113649205864,NA,-2.51354083963942,86.2708246020029,-203.097278974391,NA,-18.840400911152,-82.5739674676702,41.1470752206293,4.0967813992938,-44.0814024810176,-112.452287165672,-48.366404228,-0.319362832258847,47.798903238359,1.36665782525645,3.61100529164553,65.9311669681638,45.2770439329649,NA,46.91895304029,NA,293.681290764783,63.6722895971062,96.0259230658999,NA,26.4074209398931,25.6885418923893,-46.8018100396832,17.5732163481192,-5.92586452329127,-7.66655702585963,124.880561191873,32.3485207566722,39.6956996498574,115.092190181784,60.1792315111858,41.7219215186938,43.1925479480222,36.2164195669299,30.337523819012,67.4341965486763,34.6819059329402,28.5005991376546,6.99927598779909,3.59646693117943,31.4771684209688,42.0290491372271,9.96740931780805,52.8382179720092,60.9021589717199,34.3544389552776,20.7325699247821,45.6989724298175,7.13295578020426,22.9772790343263,41.9294642352371,-7.64323724775434,35.744528317356,6.00106722425987,-14.5694857794009,35.6363845180784,37.6670376031337,NA,-109.312845242956,-102.612003337706,-91.2101009226003,-99.3719153499855,-102.842339505352,-88.9150005943241,-107.279473920118,-90.1267825077226,-148.747848535348,-81.5578780243063,-101.548215366579,-151.54344183231,-104.669808073454,-63.7758853682842,-116.806326662808,-91.3089529958005,-110.182296646397,-139.155545409452,-111.817497281531,-90.7259979688755,-108.604892234606,-89.2308985108106,-75.3214195811716,-91.3493775155445,-94.4421365235362,NA,NA,NA
"Estimate...78","both","10yr","LU_soil_ecor",NA,"lm",0.2564824043549,0.0245003825322208,0.244854431909089,NA,NA,NA,NA,NA,NA,NA,NA,-2.59543418000975,5.47856004696404,-12.513255826404,NA,-15.638790746928,11.433135524095,-71.5849478437727,145.727343192902,-34.157850168195,113.284357027904,39.9445379507314,-2.92973016315366,-51.6588740322797,-103.371902089181,-41.7520719802926,2.21819518024836,50.4234073646016,6.11855698106365,5.02436563793734,46.0885809656918,16.5304937221392,NA,29.6794010331354,14.0461706136603,121.646096505162,38.6309760163845,-39.4786124061262,NA,101.354144901992,113.835321839061,53.966023118925,101.390229278719,77.8346796334226,102.141203674997,126.416001745815,115.521597814152,74.2530704863875,177.967811166392,158.861751124329,138.131529226423,135.463152200478,100.105991343255,114.216584988928,128.998921705029,135.614069760801,66.0051364929661,81.897385713419,73.9189083463639,119.261778006488,139.467099444012,91.8763672718509,186.576372598249,144.228002298448,119.83979417123,102.771010574509,130.720135188224,80.318077550694,110.546928545311,133.740389585144,65.4963262803755,119.185137479303,93.873550049336,128.002176052984,115.731770587195,134.852594259628,69.7188743482063,-69.47845464687,-74.2083665937269,-85.6239490248033,-80.7344434903791,-68.3404507967514,-62.8948621831045,-86.060526114911,-101.712482793126,-127.604886731593,-65.6744394500708,-76.7116646810333,-89.0470830098783,-71.7893274137512,-47.8647086025356,-91.0333670989011,-64.3981963357298,-76.6740680479143,-114.919461196889,-70.8776655115136,-63.6276755199113,-70.2804442641007,-46.1324070321996,-61.2216370851477,-62.3748387992107,-77.2678157661749,-119.093146690728,NA,NA
